strategie;session;nbtirage;gain;pot;max
SMourad1;306;50;0;2;299
S2CStatic;307;150;0;185;204
S2CNotLast;307;150;0;197;213
S2C6NStatic;307;150;0;89;225
S2C6NStaticMart;307;81;0;1;272
SMourad1;307;37;0;2;200
S2CStatic;308;150;0;194;204
S2CNotLast;308;150;0;188;203
S2C6NStatic;308;150;0;44;207
S2C6NStaticMart;308;65;0;1;222
SMourad1;308;42;0;2;200
S2CStatic;309;150;0;158;205
S2CNotLast;309;150;0;173;206
S2C6NStatic;309;150;0;116;210
S2C6NStaticMart;309;83;0;1;248
SMourad1;309;36;0;2;200
S2CStatic;310;150;0;182;207
S2CNotLast;310;150;0;188;204
S2C6NStatic;310;150;0;182;252
S2C6NStaticMart;310;122;0;1;296
SMourad1;310;67;0;2;323
S2CStatic;311;150;0;185;209
S2CNotLast;311;150;0;224;225
S2C6NStatic;311;150;0;107;204
S2C6NStaticMart;311;43;0;1;212
SMourad1;311;150;0;734;917
S2CStatic;312;150;0;200;203
S2CNotLast;312;150;0;197;206
S2C6NStatic;312;150;0;110;205
S2C6NStaticMart;312;132;0;0;200
SMourad1;312;150;0;953;1445
S2CStatic;313;150;0;233;235
S2CNotLast;313;150;0;203;215
S2C6NStatic;313;150;0;293;293
S2C6NStaticMart;313;13;0;351;351
SMourad1;313;31;0;2;266
S2CStatic;314;150;0;173;201
S2CNotLast;314;150;0;221;239
S2C6NStatic;314;150;0;101;202
S2C6NStaticMart;314;109;0;1;204
SMourad1;314;50;0;2;380
S2CStatic;315;150;0;212;217
S2CNotLast;315;150;0;203;218
S2C6NStatic;315;150;0;278;278
S2C6NStaticMart;315;21;0;363;363
SMourad1;315;100;0;2;419
S2CStatic;316;150;0;218;218
S2CNotLast;316;150;0;164;206
S2C6NStatic;316;150;0;218;223
S2C6NStaticMart;316;150;0;180;348
SMourad1;316;37;0;2;209
S2CStatic;317;150;0;197;206
S2CNotLast;317;150;0;221;224
S2C6NStatic;317;150;0;239;253
S2C6NStaticMart;317;50;0;353;353
SMourad1;317;150;0;227;638
S2CStatic;318;150;0;194;201
S2CNotLast;318;150;0;185;205
S2C6NStatic;318;150;0;170;202
S2C6NStaticMart;318;68;0;0;204
SMourad1;318;43;0;2;200
S2CStatic;319;150;0;206;217
S2CNotLast;319;150;0;203;220
S2C6NStatic;319;150;0;158;243
S2C6NStaticMart;319;31;0;351;351
SMourad1;319;34;0;2;221
S2CStatic;320;150;0;200;203
S2CNotLast;320;150;0;200;207
S2C6NStatic;320;150;0;56;202
S2C6NStaticMart;320;98;0;1;204
SMourad1;320;46;0;2;200
S2CStatic;321;150;0;224;226
S2CNotLast;321;150;0;230;234
S2C6NStatic;321;150;0;338;338
S2C6NStaticMart;321;17;0;350;350
SMourad1;321;50;0;2;266
S2CStatic;322;150;0;173;201
S2CNotLast;322;150;0;209;218
S2C6NStatic;322;150;0;173;262
S2C6NStaticMart;322;99;0;1;302
SMourad1;322;150;0;2051;2201
S2CStatic;323;150;0;179;204
S2CNotLast;323;150;0;161;206
S2C6NStatic;323;150;0;239;283
S2C6NStaticMart;323;44;0;357;357
SMourad1;323;27;0;2;212
S2CStatic;324;150;0;191;216
S2CNotLast;324;150;0;173;204
S2C6NStatic;324;150;0;11;202
S2C6NStaticMart;324;61;0;0;222
SMourad1;324;150;0;461;758
S2CStatic;325;150;0;203;218
S2CNotLast;325;150;0;176;204
S2C6NStatic;325;150;0;251;306
S2C6NStaticMart;325;39;0;365;365
SMourad1;325;30;0;2;254
S2CStatic;326;150;0;227;228
S2CNotLast;326;150;0;173;207
S2C6NStatic;326;150;0;263;304
S2C6NStaticMart;326;111;0;352;352
SMourad1;326;58;0;2;248
S2CStatic;327;150;0;215;225
S2CNotLast;327;150;0;200;214
S2C6NStatic;327;150;0;149;252
S2C6NStaticMart;327;42;0;351;351
SMourad1;327;150;0;482;1103
S2CStatic;328;150;0;179;202
S2CNotLast;328;150;0;179;202
S2C6NStatic;328;150;0;77;211
S2C6NStaticMart;328;108;0;1;226
SMourad1;328;34;0;2;200
S2CStatic;329;150;0;191;206
S2CNotLast;329;150;0;215;221
S2C6NStatic;329;150;0;227;267
S2C6NStaticMart;329;37;0;363;363
SMourad1;329;66;0;2;302
S2CStatic;330;150;0;173;202
S2CNotLast;330;150;0;194;203
S2C6NStatic;330;150;0;227;265
S2C6NStaticMart;330;150;0;7;275
SMourad1;330;139;0;2;530
S2CStatic;331;150;0;188;204
S2CNotLast;331;150;0;176;209
S2C6NStatic;331;150;0;194;208
S2C6NStaticMart;331;150;0;15;232
SMourad1;331;25;0;2;227
S2CStatic;332;150;0;200;217
S2CNotLast;332;150;0;161;203
S2C6NStatic;332;150;0;146;270
S2C6NStaticMart;332;22;0;360;360
SMourad1;332;150;0;137;641
S2CStatic;333;150;0;191;210
S2CNotLast;333;150;0;197;204
S2C6NStatic;333;123;0;9;206
S2C6NStaticMart;333;96;0;1;220
SMourad1;333;150;0;719;737
S2CStatic;334;150;0;206;219
S2CNotLast;334;150;0;185;210
S2C6NStatic;334;150;0;212;263
S2C6NStaticMart;334;14;0;364;364
SMourad1;334;150;0;464;689
S2CStatic;335;150;0;212;213
S2CNotLast;335;150;0;179;203
S2C6NStatic;335;150;0;188;258
S2C6NStaticMart;335;29;0;358;358
SMourad1;335;35;0;2;200
S2CStatic;336;150;0;197;202
S2CNotLast;336;150;0;197;206
S2C6NStatic;336;89;0;7;211
S2C6NStaticMart;336;26;0;1;226
SMourad1;336;55;0;2;332
S2CStatic;337;150;0;185;203
S2CNotLast;337;150;0;197;210
S2C6NStatic;337;150;0;251;295
S2C6NStaticMart;337;116;0;359;359
SMourad1;337;118;0;2;410
S2CStatic;338;150;0;218;218
S2CNotLast;338;150;0;185;205
S2C6NStatic;338;150;0;308;308
S2C6NStaticMart;338;126;0;365;365
SMourad1;338;150;0;1418;1733
S2CStatic;339;150;0;167;208
S2CNotLast;339;150;0;176;200
S2C6NStatic;339;150;0;197;232
S2C6NStaticMart;339;14;0;361;361
SMourad1;339;34;0;2;224
S2CStatic;340;150;0;164;200
S2CNotLast;340;150;0;194;203
S2C6NStatic;340;150;0;92;209
S2C6NStaticMart;340;60;0;0;217
SMourad1;340;59;0;2;209
S2CStatic;341;150;0;212;216
S2CNotLast;341;150;0;185;203
S2C6NStatic;341;150;0;188;262
S2C6NStaticMart;341;29;0;361;361
SMourad1;341;67;0;2;398
S2CStatic;342;150;0;167;205
S2CNotLast;342;150;0;179;208
S2C6NStatic;342;92;0;4;200
S2C6NStaticMart;342;52;0;0;223
SMourad1;342;76;0;2;368
S2CStatic;343;150;0;194;216
S2CNotLast;343;150;0;164;208
S2C6NStatic;343;150;0;62;259
S2C6NStaticMart;343;15;0;365;365
SMourad1;343;34;0;2;200
S2CStatic;344;150;0;194;209
S2CNotLast;344;150;0;206;208
S2C6NStatic;344;150;0;260;279
S2C6NStaticMart;344;31;0;365;365
SMourad1;344;34;0;2;200
S2CStatic;345;150;0;176;201
S2CNotLast;345;150;0;209;214
S2C6NStatic;345;150;0;242;242
S2C6NStaticMart;345;122;0;0;206
SMourad1;345;34;0;2;317
S2CStatic;346;150;0;179;207
S2CNotLast;346;150;0;179;212
S2C6NStatic;346;150;0;149;202
S2C6NStaticMart;346;95;0;1;204
SMourad1;346;61;0;2;404
S2CStatic;347;150;0;191;213
S2CNotLast;347;150;0;167;205
S2C6NStatic;347;150;0;173;236
S2C6NStaticMart;347;13;0;351;351
SMourad1;347;38;0;2;200
S2CStatic;348;150;0;218;223
S2CNotLast;348;150;0;182;211
S2C6NStatic;348;150;0;164;224
S2C6NStaticMart;348;73;0;359;359
SMourad1;348;90;0;2;446
S2CStatic;349;150;0;212;224
S2CNotLast;349;150;0;188;205
S2C6NStatic;349;150;0;296;318
S2C6NStaticMart;349;14;0;358;358
SMourad1;349;33;0;2;200
S2CStatic;350;150;0;191;208
S2CNotLast;350;150;0;182;202
S2C6NStatic;350;150;0;245;256
S2C6NStaticMart;350;143;0;1;320
SMourad1;350;150;0;365;548
S2CStatic;351;150;0;182;204
S2CNotLast;351;150;0;200;207
S2C6NStatic;351;150;0;110;214
S2C6NStaticMart;351;150;0;5;232
SMourad1;351;34;0;2;206
S2CStatic;352;150;0;185;208
S2CNotLast;352;150;0;176;203
S2C6NStatic;352;150;0;233;260
S2C6NStaticMart;352;150;0;58;285
SMourad1;352;38;0;2;200
S2CStatic;353;150;0;179;216
S2CNotLast;353;150;0;194;205
S2C6NStatic;353;150;0;95;233
S2C6NStaticMart;353;103;0;0;342
SMourad1;353;150;0;974;1049
S2CStatic;354;150;0;173;200
S2CNotLast;354;150;0;185;200
S2C6NStatic;354;150;0;137;208
S2C6NStaticMart;354;64;0;1;224
SMourad1;354;34;0;2;218
S2CStatic;355;150;0;206;216
S2CNotLast;355;150;0;197;210
S2C6NStatic;355;150;0;194;230
S2C6NStaticMart;355;150;0;115;255
SMourad1;355;34;0;2;212
S2CStatic;356;150;0;188;204
S2CNotLast;356;150;0;194;214
S2C6NStatic;356;150;0;104;200
S2C6NStaticMart;356;22;0;0;200
SMourad1;356;68;0;2;284
S2CStatic;357;150;0;209;218
S2CNotLast;357;150;0;215;215
S2C6NStatic;357;150;0;155;232
S2C6NStaticMart;357;123;0;360;360
SMourad1;357;36;0;2;200
S2CStatic;358;150;0;191;204
S2CNotLast;358;150;0;197;205
S2C6NStatic;358;150;0;29;209
S2C6NStaticMart;358;123;0;1;217
SMourad1;358;105;0;2;320
S2CStatic;359;150;0;167;201
S2CNotLast;359;150;0;209;217
S2C6NStatic;359;147;0;6;234
S2C6NStaticMart;359;87;0;0;282
SMourad1;359;43;0;2;200
S2CStatic;360;150;0;212;220
S2CNotLast;360;150;0;188;203
S2C6NStatic;360;150;0;206;208
S2C6NStaticMart;360;33;0;351;351
SMourad1;360;150;0;29;461
S2CStatic;361;150;0;206;216
S2CNotLast;361;150;0;191;201
S2C6NStatic;361;150;0;212;277
S2C6NStaticMart;361;150;0;35;288
SMourad1;361;150;0;392;671
S2CStatic;362;150;0;215;218
S2CNotLast;362;150;0;215;216
S2C6NStatic;362;150;0;257;257
S2C6NStaticMart;362;150;0;205;251
SMourad1;362;125;0;2;542
S2CStatic;363;150;0;215;221
S2CNotLast;363;150;0;218;218
S2C6NStatic;363;150;0;311;311
S2C6NStaticMart;363;29;0;355;355
SMourad1;363;76;0;2;425
S2CStatic;364;150;0;197;203
S2CNotLast;364;150;0;179;212
S2C6NStatic;364;150;0;131;206
S2C6NStaticMart;364;150;0;27;220
SMourad1;364;70;0;2;413
S2CStatic;365;150;0;167;204
S2CNotLast;365;150;0;173;203
S2C6NStatic;365;86;0;0;208
S2C6NStaticMart;365;44;0;0;232
SMourad1;365;34;0;2;218
S2CStatic;366;150;0;188;205
S2CNotLast;366;150;0;200;205
S2C6NStatic;366;150;0;266;291
S2C6NStaticMart;366;150;0;239;332
SMourad1;366;34;0;2;242
S2CStatic;367;150;0;209;215
S2CNotLast;367;150;0;212;212
S2C6NStatic;367;150;0;173;260
S2C6NStaticMart;367;19;0;361;361
SMourad1;367;24;0;2;227
S2CStatic;368;150;0;194;203
S2CNotLast;368;150;0;245;251
S2C6NStatic;368;150;0;116;232
S2C6NStaticMart;368;74;0;1;295
SMourad1;368;59;0;2;200
S2CStatic;369;150;0;194;205
S2CNotLast;369;150;0;170;200
S2C6NStatic;369;150;0;80;205
S2C6NStaticMart;369;89;0;0;219
SMourad1;369;150;0;404;731
S2CStatic;370;150;0;182;201
S2CNotLast;370;150;0;173;205
S2C6NStatic;370;150;0;128;202
S2C6NStaticMart;370;30;0;1;204
SMourad1;370;150;0;116;731
S2CStatic;371;150;0;215;217
S2CNotLast;371;150;0;179;207
S2C6NStatic;371;150;0;239;290
S2C6NStaticMart;371;13;0;360;360
SMourad1;371;34;0;2;200
S2CStatic;372;150;0;212;224
S2CNotLast;372;150;0;191;203
S2C6NStatic;372;150;0;278;297
S2C6NStaticMart;372;21;0;356;356
SMourad1;372;81;0;2;326
S2CStatic;373;150;0;203;213
S2CNotLast;373;150;0;197;222
S2C6NStatic;373;150;0;215;257
S2C6NStaticMart;373;150;0;11;218
SMourad1;373;73;0;2;311
S2CStatic;374;150;0;191;202
S2CNotLast;374;150;0;194;201
S2C6NStatic;374;150;0;173;204
S2C6NStaticMart;374;150;0;81;223
SMourad1;374;60;0;2;254
S2CStatic;375;150;0;155;211
S2CNotLast;375;150;0;182;210
S2C6NStatic;375;150;0;137;256
S2C6NStaticMart;375;125;0;0;273
SMourad1;375;45;0;2;227
S2CStatic;376;150;0;203;211
S2CNotLast;376;150;0;191;200
S2C6NStatic;376;150;0;125;205
S2C6NStaticMart;376;17;0;350;350
SMourad1;376;59;0;2;371
S2CStatic;377;150;0;191;202
S2CNotLast;377;150;0;203;213
S2C6NStatic;377;150;0;83;205
S2C6NStaticMart;377;86;0;1;207
SMourad1;377;28;0;2;215
S2CStatic;378;150;0;188;201
S2CNotLast;378;150;0;185;203
S2C6NStatic;378;150;0;158;241
S2C6NStaticMart;378;150;0;13;232
SMourad1;378;67;0;2;200
S2CStatic;379;150;0;197;218
S2CNotLast;379;150;0;179;208
S2C6NStatic;379;150;0;239;330
S2C6NStaticMart;379;56;0;351;351
SMourad1;379;150;0;545;563
S2CStatic;380;150;0;194;204
S2CNotLast;380;150;0;173;200
S2C6NStatic;380;150;0;242;276
S2C6NStaticMart;380;113;0;357;357
SMourad1;380;86;0;2;461
S2CStatic;381;150;0;200;210
S2CNotLast;381;150;0;185;202
S2C6NStatic;381;150;0;218;235
S2C6NStaticMart;381;68;0;1;232
SMourad1;381;54;0;2;332
S2CStatic;382;150;0;173;203
S2CNotLast;382;150;0;164;210
S2C6NStatic;382;150;0;101;211
S2C6NStaticMart;382;63;0;0;226
SMourad1;382;150;0;686;872
S2CStatic;383;150;0;188;202
S2CNotLast;383;150;0;224;229
S2C6NStatic;383;150;0;86;215
S2C6NStaticMart;383;107;0;1;239
SMourad1;383;134;0;2;473
S2CStatic;384;150;0;179;201
S2CNotLast;384;150;0;179;209
S2C6NStatic;384;150;0;185;230
S2C6NStaticMart;384;101;0;0;291
SMourad1;384;150;0;23;713
S2CStatic;385;150;0;194;212
S2CNotLast;385;150;0;209;210
S2C6NStatic;385;150;0;134;244
S2C6NStaticMart;385;22;0;358;358
SMourad1;385;34;0;2;200
S2CStatic;386;150;0;182;213
S2CNotLast;386;150;0;194;205
S2C6NStatic;386;150;0;110;224
S2C6NStaticMart;386;15;0;354;354
SMourad1;386;150;0;350;683
S2CStatic;387;150;0;185;200
S2CNotLast;387;150;0;191;201
S2C6NStatic;387;150;0;125;200
S2C6NStaticMart;387;150;0;10;217
SMourad1;387;150;0;1100;1487
S2CStatic;388;150;0;212;212
S2CNotLast;388;150;0;179;204
S2C6NStatic;388;150;0;242;243
S2C6NStaticMart;388;150;0;357;357
SMourad1;388;150;0;626;626
S2CStatic;389;150;0;188;210
S2CNotLast;389;150;0;161;200
S2C6NStatic;389;150;0;122;221
S2C6NStaticMart;389;73;0;0;211
SMourad1;389;150;0;137;614
S2CStatic;390;150;0;188;212
S2CNotLast;390;150;0;224;229
S2C6NStatic;390;150;0;266;266
S2C6NStaticMart;390;150;0;4;241
SMourad1;390;34;0;2;200
S2CStatic;391;150;0;176;201
S2CNotLast;391;150;0;161;200
S2C6NStatic;391;150;0;242;251
S2C6NStaticMart;391;71;0;0;245
SMourad1;391;150;0;1073;1235
S2CStatic;392;150;0;200;217
S2CNotLast;392;150;0;200;206
S2C6NStatic;392;150;0;128;233
S2C6NStaticMart;392;123;0;1;330
SMourad1;392;150;0;293;596
S2CStatic;393;150;0;173;200
S2CNotLast;393;150;0;191;206
S2C6NStatic;393;150;0;119;212
S2C6NStaticMart;393;84;0;1;222
SMourad1;393;113;0;2;446
S2CStatic;394;150;0;188;201
S2CNotLast;394;150;0;182;201
S2C6NStatic;394;150;0;122;221
S2C6NStaticMart;394;54;0;0;224
SMourad1;394;34;0;2;218
S2CStatic;395;150;0;164;206
S2CNotLast;395;150;0;185;202
S2C6NStatic;395;150;0;128;249
S2C6NStaticMart;395;22;0;363;363
SMourad1;395;58;0;2;230
S2CStatic;396;150;0;224;233
S2CNotLast;396;150;0;182;204
S2C6NStatic;396;150;0;122;225
S2C6NStaticMart;396;150;0;19;326
SMourad1;396;27;0;2;293
S2CStatic;397;150;0;194;214
S2CNotLast;397;150;0;188;201
S2C6NStatic;397;150;0;224;310
S2C6NStaticMart;397;37;0;352;352
SMourad1;397;31;0;2;200
S2CStatic;398;150;0;182;204
S2CNotLast;398;150;0;191;200
S2C6NStatic;398;150;0;56;230
S2C6NStaticMart;398;129;0;1;262
SMourad1;398;32;0;2;233
S2CStatic;399;150;0;203;204
S2CNotLast;399;150;0;218;219
S2C6NStatic;399;150;0;323;323
S2C6NStaticMart;399;99;0;356;356
SMourad1;399;150;0;1028;1199
S2CStatic;400;150;0;212;222
S2CNotLast;400;150;0;173;200
S2C6NStatic;400;150;0;224;261
S2C6NStaticMart;400;41;0;356;356
SMourad1;400;73;0;2;365
S2CStatic;401;150;0;203;220
S2CNotLast;401;150;0;203;213
S2C6NStatic;401;150;0;197;255
S2C6NStaticMart;401;15;0;356;356
SMourad1;401;21;0;2;233
S2CStatic;402;150;0;194;219
S2CNotLast;402;150;0;215;227
S2C6NStatic;402;150;0;188;226
S2C6NStaticMart;402;44;0;365;365
SMourad1;402;103;0;2;296
S2CStatic;403;150;0;200;218
S2CNotLast;403;150;0;179;204
S2C6NStatic;403;150;0;254;289
S2C6NStaticMart;403;14;0;364;364
SMourad1;403;150;0;1121;1124
S2CStatic;404;150;0;161;202
S2CNotLast;404;150;0;191;213
S2C6NStatic;404;117;0;6;204
S2C6NStaticMart;404;29;0;0;212
SMourad1;404;34;0;2;215
S2CStatic;405;150;0;194;216
S2CNotLast;405;150;0;203;203
S2C6NStatic;405;150;0;152;241
S2C6NStaticMart;405;13;0;360;360
SMourad1;405;25;0;2;221
S2CStatic;406;150;0;206;214
S2CNotLast;406;150;0;194;212
S2C6NStatic;406;150;0;194;267
S2C6NStaticMart;406;90;0;358;358
SMourad1;406;34;0;2;200
S2CStatic;407;150;0;218;222
S2CNotLast;407;150;0;173;206
S2C6NStatic;407;150;0;218;271
S2C6NStaticMart;407;45;0;359;359
SMourad1;407;62;0;2;233
S2CStatic;408;150;0;194;204
S2CNotLast;408;150;0;188;201
S2C6NStatic;408;150;0;152;216
S2C6NStaticMart;408;125;0;0;259
SMourad1;408;32;0;2;224
S2CStatic;409;150;0;218;227
S2CNotLast;409;150;0;167;204
S2C6NStatic;409;150;0;200;295
S2C6NStaticMart;409;28;0;358;358
SMourad1;409;31;0;2;212
S2CStatic;410;150;0;221;226
S2CNotLast;410;150;0;176;202
S2C6NStatic;410;150;0;143;263
S2C6NStaticMart;410;29;0;364;364
SMourad1;410;51;0;2;362
S2CStatic;411;150;0;188;204
S2CNotLast;411;150;0;227;230
S2C6NStatic;411;150;0;86;226
S2C6NStaticMart;411;150;0;4;310
SMourad1;411;45;0;2;203
S2CStatic;412;150;0;176;208
S2CNotLast;412;150;0;155;201
S2C6NStatic;412;150;0;80;212
S2C6NStaticMart;412;80;0;1;264
SMourad1;412;148;0;2;620
S2CStatic;413;150;0;230;230
S2CNotLast;413;150;0;203;223
S2C6NStatic;413;150;0;224;274
S2C6NStaticMart;413;55;0;353;353
SMourad1;413;67;0;2;296
S2CStatic;414;150;0;203;219
S2CNotLast;414;150;0;200;207
S2C6NStatic;414;150;0;143;248
S2C6NStaticMart;414;29;0;365;365
SMourad1;414;150;0;1007;1070
S2CStatic;415;150;0;176;203
S2CNotLast;415;150;0;206;207
S2C6NStatic;415;150;0;152;202
S2C6NStaticMart;415;64;0;0;217
SMourad1;415;150;0;728;914
S2CStatic;416;150;0;158;200
S2CNotLast;416;150;0;215;222
S2C6NStatic;416;150;0;152;245
S2C6NStaticMart;416;45;0;0;201
SMourad1;416;34;0;2;224
S2CStatic;417;150;0;164;207
S2CNotLast;417;150;0;173;200
S2C6NStatic;417;150;0;74;208
S2C6NStaticMart;417;52;0;0;300
SMourad1;417;150;0;776;776
S2CStatic;418;150;0;161;202
S2CNotLast;418;150;0;203;205
S2C6NStatic;418;150;0;59;221
S2C6NStaticMart;418;46;0;1;234
SMourad1;418;78;0;2;488
S2CStatic;419;150;0;206;220
S2CNotLast;419;150;0;221;221
S2C6NStatic;419;150;0;212;290
S2C6NStaticMart;419;57;0;361;361
SMourad1;419;54;0;2;227
S2CStatic;420;150;0;203;205
S2CNotLast;420;150;0;200;200
S2C6NStatic;420;150;0;17;200
S2C6NStaticMart;420;148;0;0;200
SMourad1;420;150;0;761;1100
S2CStatic;421;150;0;218;218
S2CNotLast;421;150;0;215;215
S2C6NStatic;421;150;0;218;255
S2C6NStaticMart;421;37;0;360;360
SMourad1;421;73;0;2;278
S2CStatic;422;150;0;185;200
S2CNotLast;422;150;0;188;212
S2C6NStatic;422;150;0;89;207
S2C6NStaticMart;422;54;0;0;256
SMourad1;422;150;0;1268;1580
S2CStatic;423;150;0;152;203
S2CNotLast;423;150;0;167;213
S2C6NStatic;423;150;0;68;204
S2C6NStaticMart;423;90;0;1;212
SMourad1;423;150;0;647;1037
S2CStatic;424;150;0;176;211
S2CNotLast;424;150;0;224;228
S2C6NStatic;424;150;0;80;225
S2C6NStaticMart;424;86;0;1;293
SMourad1;424;40;0;2;224
S2CStatic;425;150;0;194;203
S2CNotLast;425;150;0;170;202
S2C6NStatic;425;150;0;188;216
S2C6NStaticMart;425;150;0;75;275
SMourad1;425;150;0;308;695
S2CStatic;426;150;0;203;213
S2CNotLast;426;150;0;185;204
S2C6NStatic;426;150;0;197;253
S2C6NStaticMart;426;150;0;87;333
SMourad1;426;150;0;557;1064
S2CStatic;427;150;0;176;203
S2CNotLast;427;150;0;236;238
S2C6NStatic;427;150;0;80;213
S2C6NStaticMart;427;103;0;1;239
SMourad1;427;150;0;239;485
S2CStatic;428;150;0;209;218
S2CNotLast;428;150;0;203;213
S2C6NStatic;428;150;0;155;225
S2C6NStaticMart;428;150;0;7;225
SMourad1;428;44;0;2;200
S2CStatic;429;150;0;170;205
S2CNotLast;429;150;0;167;210
S2C6NStatic;429;150;0;176;226
S2C6NStaticMart;429;122;0;1;277
SMourad1;429;150;0;86;848
S2CStatic;430;150;0;173;203
S2CNotLast;430;150;0;191;213
S2C6NStatic;430;150;0;173;220
S2C6NStaticMart;430;77;0;0;233
SMourad1;430;29;0;2;251
S2CStatic;431;150;0;167;204
S2CNotLast;431;150;0;188;209
S2C6NStatic;431;150;0;161;212
S2C6NStaticMart;431;60;0;0;214
SMourad1;431;112;0;2;542
S2CStatic;432;150;0;209;213
S2CNotLast;432;150;0;203;215
S2C6NStatic;432;150;0;155;225
S2C6NStaticMart;432;131;0;1;303
SMourad1;432;55;0;2;323
S2CStatic;433;150;0;170;208
S2CNotLast;433;150;0;209;213
S2C6NStatic;433;134;0;10;220
S2C6NStaticMart;433;109;0;0;279
SMourad1;433;106;0;2;398
S2CStatic;434;150;0;173;204
S2CNotLast;434;150;0;206;223
S2C6NStatic;434;150;0;191;228
S2C6NStaticMart;434;150;0;3;239
SMourad1;434;34;0;2;218
S2CStatic;435;150;0;203;213
S2CNotLast;435;150;0;182;201
S2C6NStatic;435;150;0;107;224
S2C6NStaticMart;435;150;0;1;330
SMourad1;435;46;0;2;257
S2CStatic;436;150;0;164;202
S2CNotLast;436;150;0;185;206
S2C6NStatic;436;150;0;74;209
S2C6NStaticMart;436;68;0;1;259
SMourad1;436;150;0;176;1091
S2CStatic;437;150;0;194;200
S2CNotLast;437;150;0;194;200
S2C6NStatic;437;150;0;224;239
S2C6NStaticMart;437;150;0;53;292
SMourad1;437;64;0;2;200
S2CStatic;438;150;0;200;219
S2CNotLast;438;150;0;182;201
S2C6NStatic;438;150;0;182;252
S2C6NStaticMart;438;20;0;352;352
SMourad1;438;103;0;2;509
S2CStatic;439;150;0;206;214
S2CNotLast;439;150;0;185;202
S2C6NStatic;439;150;0;230;246
S2C6NStaticMart;439;22;0;351;351
SMourad1;439;150;0;98;485
S2CStatic;440;150;0;203;217
S2CNotLast;440;150;0;167;201
S2C6NStatic;440;150;0;251;275
S2C6NStaticMart;440;13;0;351;351
SMourad1;440;35;0;2;200
S2CStatic;441;150;0;218;218
S2CNotLast;441;150;0;206;213
S2C6NStatic;441;150;0;236;306
S2C6NStaticMart;441;30;0;350;350
SMourad1;441;46;0;2;341
S2CStatic;442;150;0;197;206
S2CNotLast;442;150;0;209;222
S2C6NStatic;442;150;0;257;260
S2C6NStaticMart;442;150;0;218;234
SMourad1;442;46;0;2;200
S2CStatic;443;150;0;164;204
S2CNotLast;443;150;0;179;201
S2C6NStatic;443;150;0;74;215
S2C6NStaticMart;443;54;0;0;218
SMourad1;443;150;0;2;752
S2CStatic;444;150;0;212;223
S2CNotLast;444;150;0;212;213
S2C6NStatic;444;150;0;242;317
S2C6NStaticMart;444;29;0;353;353
SMourad1;444;30;0;2;218
S2CStatic;445;150;0;206;216
S2CNotLast;445;150;0;188;202
S2C6NStatic;445;150;0;158;223
S2C6NStaticMart;445;150;0;41;272
SMourad1;445;90;0;2;461
S2CStatic;446;150;0;146;201
S2CNotLast;446;150;0;188;216
S2C6NStatic;446;150;0;38;223
S2C6NStaticMart;446;61;0;0;217
SMourad1;446;67;0;2;200
S2CStatic;447;150;0;224;236
S2CNotLast;447;150;0;197;208
S2C6NStatic;447;150;0;248;253
S2C6NStaticMart;447;90;0;350;350
SMourad1;447;119;0;2;485
S2CStatic;448;150;0;173;207
S2CNotLast;448;150;0;164;207
S2C6NStatic;448;150;0;137;237
S2C6NStaticMart;448;15;0;362;362
SMourad1;448;150;0;233;725
S2CStatic;449;150;0;197;204
S2CNotLast;449;150;0;200;212
S2C6NStatic;449;150;0;59;214
S2C6NStaticMart;449;32;0;0;217
SMourad1;449;150;0;569;791
S2CStatic;450;150;0;194;201
S2CNotLast;450;150;0;182;207
S2C6NStatic;450;150;0;134;200
S2C6NStaticMart;450;94;0;0;200
SMourad1;450;34;0;2;200
S2CStatic;451;150;0;173;202
S2CNotLast;451;150;0;200;205
S2C6NStatic;451;150;0;47;222
S2C6NStaticMart;451;78;0;1;287
SMourad1;451;34;0;2;215
S2CStatic;452;150;0;158;202
S2CNotLast;452;150;0;182;202
S2C6NStatic;452;150;0;152;225
S2C6NStaticMart;452;68;0;1;269
SMourad1;452;150;0;665;827
S2CStatic;453;150;0;170;205
S2CNotLast;453;150;0;173;205
S2C6NStatic;453;150;0;248;265
S2C6NStaticMart;453;22;0;350;350
SMourad1;453;150;0;524;833
S2CStatic;454;150;0;206;208
S2CNotLast;454;150;0;176;203
S2C6NStatic;454;150;0;140;210
S2C6NStaticMart;454;60;0;1;248
SMourad1;454;150;0;728;929
S2CStatic;455;150;0;230;230
S2CNotLast;455;150;0;188;201
S2C6NStatic;455;150;0;188;210
S2C6NStaticMart;455;150;0;63;248
SMourad1;455;61;0;2;308
S2CStatic;456;150;0;203;205
S2CNotLast;456;150;0;200;205
S2C6NStatic;456;150;0;251;276
S2C6NStaticMart;456;31;0;356;356
SMourad1;456;150;0;485;782
S2CStatic;457;150;0;176;200
S2CNotLast;457;150;0;197;203
S2C6NStatic;457;150;0;62;206
S2C6NStaticMart;457;150;0;7;217
SMourad1;457;33;0;2;224
S2CStatic;458;150;0;185;200
S2CNotLast;458;150;0;194;200
S2C6NStatic;458;150;0;143;214
S2C6NStaticMart;458;150;0;8;248
SMourad1;458;150;0;116;395
S2CStatic;459;150;0;206;214
S2CNotLast;459;150;0;203;215
S2C6NStatic;459;150;0;140;215
S2C6NStaticMart;459;122;0;1;255
SMourad1;459;148;0;2;542
S2CStatic;460;150;0;188;201
