strategie;session;nbtirage;gain;pot;max
S2C6NStatic;153;150;0;143;210
S2C6NStaticMart;153;150;0;14;252
SMourad1;153;100;0;2;527
S2CStatic;154;150;0;206;216
S2CNotLast;154;150;0;233;238
S2C6NStatic;154;150;0;140;202
S2C6NStaticMart;154;136;0;0;204
SMourad1;154;150;0;548;872
S2CStatic;155;150;0;194;217
S2CNotLast;155;150;0;158;201
S2C6NStatic;155;150;0;188;238
S2C6NStaticMart;155;13;0;360;360
SMourad1;155;31;0;2;203
S2CStatic;156;150;0;191;203
S2CNotLast;156;150;0;191;203
S2C6NStatic;156;150;0;83;200
S2C6NStaticMart;156;61;0;1;200
SMourad1;156;150;0;950;1061
S2CStatic;157;150;0;170;204
S2CNotLast;157;150;0;167;202
S2C6NStatic;157;150;0;140;233
S2C6NStaticMart;157;150;0;5;271
SMourad1;157;128;0;2;485
S2CStatic;158;150;0;209;209
S2CNotLast;158;150;0;173;203
S2C6NStatic;158;150;0;299;299
S2C6NStaticMart;158;88;0;355;355
SMourad1;158;150;0;197;557
S2CStatic;159;150;0;203;205
S2CNotLast;159;150;0;197;200
S2C6NStatic;159;150;0;179;214
S2C6NStaticMart;159;150;0;142;268
SMourad1;159;34;0;2;200
S2CStatic;160;150;0;170;207
S2CNotLast;160;150;0;155;200
S2C6NStatic;160;143;0;4;228
S2C6NStaticMart;160;141;0;1;319
SMourad1;160;28;0;2;251
S2CStatic;161;150;0;188;206
S2CNotLast;161;150;0;164;203
S2C6NStatic;161;150;0;50;222
S2C6NStaticMart;161;52;0;1;279
SMourad1;161;64;0;2;329
S2CStatic;162;150;0;197;201
S2CNotLast;162;150;0;185;201
S2C6NStatic;162;150;0;203;212
S2C6NStaticMart;162;92;0;0;221
SMourad1;162;150;0;1712;1757
S2CStatic;163;150;0;185;214
S2CNotLast;163;150;0;194;204
S2C6NStatic;163;150;0;161;248
S2C6NStaticMart;163;39;0;350;350
SMourad1;163;150;0;695;1091
S2CStatic;164;150;0;179;209
S2CNotLast;164;150;0;191;214
S2C6NStatic;164;150;0;131;216
S2C6NStaticMart;164;150;0;1;306
SMourad1;164;34;0;2;200
S2CStatic;165;150;0;167;201
S2CNotLast;165;150;0;191;205
S2C6NStatic;165;150;0;89;202
S2C6NStaticMart;165;64;0;1;204
SMourad1;165;27;0;2;227
S2CStatic;166;150;0;197;209
S2CNotLast;166;150;0;212;221
S2C6NStatic;166;150;0;239;252
S2C6NStaticMart;166;150;0;83;284
SMourad1;166;150;0;449;629
S2CStatic;167;150;0;182;206
S2CNotLast;167;150;0;200;203
S2C6NStatic;167;150;0;92;245
S2C6NStaticMart;167;73;0;0;346
SMourad1;167;30;0;2;209
S2CStatic;168;150;0;176;201
S2CNotLast;168;150;0;200;205
S2C6NStatic;168;111;0;9;209
S2C6NStaticMart;168;83;0;0;214
SMourad1;168;150;0;185;824
S2CStatic;169;150;0;179;203
S2CNotLast;169;150;0;209;211
S2C6NStatic;169;150;0;221;242
S2C6NStaticMart;169;82;0;1;256
SMourad1;169;61;0;2;296
S2CStatic;170;150;0;203;214
S2CNotLast;170;150;0;170;200
S2C6NStatic;170;150;0;269;278
S2C6NStaticMart;170;16;0;358;358
SMourad1;170;66;0;2;392
S2CStatic;171;150;0;194;204
S2CNotLast;171;150;0;191;204
S2C6NStatic;171;150;0;98;227
S2C6NStaticMart;171;64;0;1;245
SMourad1;171;150;0;425;731
S2CStatic;172;150;0;215;222
S2CNotLast;172;150;0;203;204
S2C6NStatic;172;150;0;167;222
S2C6NStaticMart;172;64;0;362;362
SMourad1;172;47;0;2;233
S2CStatic;173;150;0;188;211
S2CNotLast;173;150;0;179;201
S2C6NStatic;173;150;0;32;212
S2C6NStaticMart;173;121;0;1;264
SMourad1;173;150;0;2018;2102
S2CStatic;174;150;0;200;210
S2CNotLast;174;150;0;167;209
S2C6NStatic;174;150;0;38;211
S2C6NStaticMart;174;65;0;1;226
SMourad1;174;84;0;2;458
S2CStatic;175;150;0;176;202
S2CNotLast;175;150;0;188;205
S2C6NStatic;175;117;0;12;209
S2C6NStaticMart;175;97;0;1;214
SMourad1;175;81;0;2;431
S2CStatic;176;150;0;182;200
S2CNotLast;176;150;0;155;200
S2C6NStatic;176;150;0;164;228
S2C6NStaticMart;176;150;0;10;284
SMourad1;176;37;0;2;233
S2CStatic;177;150;0;188;201
S2CNotLast;177;150;0;182;205
S2C6NStatic;177;150;0;104;205
S2C6NStaticMart;177;36;0;0;203
SMourad1;177;55;0;2;224
S2CStatic;178;150;0;167;202
S2CNotLast;178;150;0;155;203
S2C6NStatic;178;150;0;35;216
S2C6NStaticMart;178;94;0;1;257
SMourad1;178;28;0;2;224
S2CStatic;179;150;0;173;200
S2CNotLast;179;150;0;176;209
S2C6NStatic;179;150;0;155;223
S2C6NStaticMart;179;99;0;1;225
SMourad1;179;32;0;2;221
S2CStatic;180;150;0;209;211
S2CNotLast;180;150;0;227;232
S2C6NStatic;180;150;0;227;271
S2C6NStaticMart;180;150;0;49;326
SMourad1;180;34;0;2;200
S2CStatic;181;150;0;191;213
S2CNotLast;181;150;0;176;204
S2C6NStatic;181;150;0;137;258
S2C6NStaticMart;181;45;0;358;358
SMourad1;181;150;0;515;1022
S2CStatic;182;150;0;176;200
S2CNotLast;182;150;0;227;227
S2C6NStatic;182;150;0;26;207
S2C6NStaticMart;182;72;0;1;219
SMourad1;182;31;0;2;230
S2CStatic;183;150;0;179;201
S2CNotLast;183;150;0;203;207
S2C6NStatic;183;150;0;131;212
S2C6NStaticMart;183;150;0;10;204
SMourad1;183;63;0;2;356
S2CStatic;184;150;0;158;200
S2CNotLast;184;150;0;182;203
S2C6NStatic;184;150;0;152;250
S2C6NStaticMart;184;132;0;1;230
SMourad1;184;37;0;2;227
S2CStatic;185;150;0;176;201
S2CNotLast;185;150;0;164;201
S2C6NStatic;185;150;0;98;234
S2C6NStaticMart;185;63;0;1;311
SMourad1;185;86;0;2;305
S2CStatic;186;150;0;173;204
S2CNotLast;186;150;0;194;211
S2C6NStatic;186;150;0;47;204
S2C6NStaticMart;186;67;0;0;212
SMourad1;186;95;0;2;482
S2CStatic;187;150;0;173;203
S2CNotLast;187;150;0;200;202
S2C6NStatic;187;150;0;155;234
S2C6NStaticMart;187;109;0;1;303
SMourad1;187;150;0;305;599
S2CStatic;188;150;0;197;204
S2CNotLast;188;150;0;161;202
S2C6NStatic;188;150;0;203;249
S2C6NStaticMart;188;65;0;350;350
SMourad1;188;150;0;500;812
S2CStatic;189;150;0;182;217
S2CNotLast;189;150;0;182;217
S2C6NStatic;189;150;0;38;223
S2C6NStaticMart;189;78;0;353;353
SMourad1;189;43;0;2;200
S2CStatic;190;150;0;194;208
S2CNotLast;190;150;0;197;219
S2C6NStatic;190;150;0;170;270
S2C6NStaticMart;190;121;0;350;350
SMourad1;190;63;0;2;215
S2CStatic;191;150;0;167;201
S2CNotLast;191;150;0;179;214
S2C6NStatic;191;150;0;71;216
S2C6NStaticMart;191;52;0;0;230
SMourad1;191;34;0;2;209
S2CStatic;192;150;0;191;205
S2CNotLast;192;150;0;221;233
S2C6NStatic;192;150;0;155;218
S2C6NStaticMart;192;92;0;0;249
SMourad1;192;65;0;2;308
S2CStatic;193;150;0;164;204
S2CNotLast;193;150;0;191;211
S2C6NStatic;193;150;0;74;211
S2C6NStaticMart;193;94;0;0;223
SMourad1;193;150;0;1277;1307
S2CStatic;194;150;0;185;207
S2CNotLast;194;150;0;200;218
S2C6NStatic;194;150;0;125;206
S2C6NStaticMart;194;40;0;0;220
SMourad1;194;32;0;2;224
S2CStatic;195;150;0;182;207
S2CNotLast;195;150;0;179;209
S2C6NStatic;195;150;0;164;214
S2C6NStaticMart;195;69;0;1;280
SMourad1;195;27;0;2;218
S2CStatic;196;150;0;191;201
S2CNotLast;196;150;0;218;224
S2C6NStatic;196;150;0;101;202
S2C6NStaticMart;196;43;0;0;204
SMourad1;196;51;0;2;359
S2CStatic;197;150;0;191;213
S2CNotLast;197;150;0;188;201
S2C6NStatic;197;150;0;209;266
S2C6NStaticMart;197;13;0;354;354
SMourad1;197;91;0;2;488
S2CStatic;198;150;0;173;201
S2CNotLast;198;150;0;224;236
S2C6NStatic;198;150;0;101;227
S2C6NStaticMart;198;133;0;1;217
SMourad1;198;26;0;2;224
S2CStatic;199;150;0;197;212
S2CNotLast;199;150;0;194;206
S2C6NStatic;199;150;0;113;200
S2C6NStaticMart;199;96;0;0;265
SMourad1;199;46;0;2;224
S2CStatic;200;150;0;182;213
S2CNotLast;200;150;0;212;221
S2C6NStatic;200;150;0;164;231
S2C6NStaticMart;200;32;0;362;362
SMourad1;200;33;0;2;227
S2CStatic;201;150;0;185;203
S2CNotLast;201;150;0;170;202
S2C6NStatic;201;150;0;143;252
S2C6NStaticMart;201;57;0;355;355
SMourad1;201;36;0;2;329
S2CStatic;202;150;0;185;209
S2CNotLast;202;150;0;212;220
S2C6NStatic;202;150;0;215;309
S2C6NStaticMart;202;47;0;355;355
SMourad1;202;44;0;2;314
S2CStatic;203;150;0;200;211
S2CNotLast;203;150;0;203;210
S2C6NStatic;203;150;0;128;209
S2C6NStaticMart;203;143;0;1;297
SMourad1;203;150;0;206;974
S2CStatic;204;150;0;194;211
S2CNotLast;204;150;0;218;224
S2C6NStatic;204;150;0;206;277
S2C6NStaticMart;204;14;0;358;358
SMourad1;204;150;0;2;620
S2CStatic;205;150;0;158;201
S2CNotLast;205;150;0;185;201
S2C6NStatic;205;150;0;116;209
S2C6NStaticMart;205;83;0;1;217
SMourad1;205;150;0;266;647
S2CStatic;206;150;0;182;201
S2CNotLast;206;150;0;179;211
S2C6NStatic;206;111;0;9;200
S2C6NStaticMart;206;77;0;0;200
SMourad1;206;34;0;2;221
S2CStatic;207;150;0;176;201
S2CNotLast;207;150;0;185;202
S2C6NStatic;207;150;0;26;202
S2C6NStaticMart;207;130;0;0;225
SMourad1;207;34;0;2;209
S2CStatic;208;150;0;218;220
S2CNotLast;208;150;0;188;209
S2C6NStatic;208;150;0;200;227
S2C6NStaticMart;208;150;0;177;257
SMourad1;208;113;0;2;713
S2CStatic;209;150;0;167;207
S2CNotLast;209;150;0;191;217
S2C6NStatic;209;150;0;143;217
S2C6NStaticMart;209;107;0;0;256
SMourad1;209;150;0;566;701
S2CStatic;210;150;0;185;206
S2CNotLast;210;150;0;191;208
S2C6NStatic;210;150;0;143;218
S2C6NStaticMart;210;111;0;1;264
SMourad1;210;150;0;578;1070
S2CStatic;211;150;0;176;204
S2CNotLast;211;150;0;188;203
S2C6NStatic;211;150;0;134;202
S2C6NStaticMart;211;112;0;0;222
SMourad1;211;150;0;425;602
S2CStatic;212;150;0;170;201
S2CNotLast;212;150;0;191;208
S2C6NStatic;212;150;0;212;212
S2C6NStaticMart;212;63;0;0;206
SMourad1;212;150;0;1289;1373
S2CStatic;213;150;0;194;203
S2CNotLast;213;150;0;224;228
S2C6NStatic;213;150;0;188;246
S2C6NStaticMart;213;134;0;1;283
SMourad1;213;34;0;2;221
S2CStatic;214;150;0;185;207
S2CNotLast;214;150;0;191;210
S2C6NStatic;214;150;0;143;249
S2C6NStaticMart;214;133;0;1;245
SMourad1;214;34;0;2;200
S2CStatic;215;150;0;179;201
S2CNotLast;215;150;0;170;204
S2C6NStatic;215;145;0;2;202
S2C6NStaticMart;215;130;0;1;204
SMourad1;215;150;0;272;692
S2CStatic;216;150;0;173;201
S2CNotLast;216;150;0;155;200
S2C6NStatic;216;150;0;173;207
S2C6NStaticMart;216;136;0;0;299
SMourad1;216;150;0;311;956
S2CStatic;217;150;0;218;221
S2CNotLast;217;150;0;188;204
S2C6NStatic;217;150;0;182;200
S2C6NStaticMart;217;150;0;9;200
SMourad1;217;150;0;128;662
S2CStatic;218;150;0;209;213
S2CNotLast;218;150;0;221;221
S2C6NStatic;218;150;0;119;223
S2C6NStaticMart;218;150;0;6;268
SMourad1;218;34;0;2;200
S2CStatic;219;150;0;176;203
S2CNotLast;219;150;0;215;227
S2C6NStatic;219;150;0;26;204
S2C6NStaticMart;219;59;0;1;220
SMourad1;219;34;0;2;221
S2CStatic;220;150;0;170;202
S2CNotLast;220;150;0;221;226
S2C6NStatic;220;150;0;140;207
S2C6NStaticMart;220;82;0;0;238
SMourad1;220;27;0;2;215
S2CStatic;221;150;0;176;200
S2CNotLast;221;150;0;218;219
S2C6NStatic;221;150;0;62;200
S2C6NStaticMart;221;56;0;1;200
SMourad1;221;150;0;398;623
S2CStatic;222;150;0;188;203
S2CNotLast;222;150;0;164;200
S2C6NStatic;222;150;0;68;214
S2C6NStaticMart;222;54;0;0;223
SMourad1;222;46;0;2;251
S2CStatic;223;150;0;185;209
S2CNotLast;223;150;0;197;214
S2C6NStatic;223;150;0;197;235
S2C6NStaticMart;223;19;0;361;361
SMourad1;223;150;0;1490;1772
S2CStatic;224;150;0;194;210
S2CNotLast;224;150;0;188;209
S2C6NStatic;224;150;0;242;248
S2C6NStaticMart;224;150;0;100;348
SMourad1;224;36;0;2;200
S2CStatic;225;150;0;200;218
S2CNotLast;225;150;0;209;210
S2C6NStatic;225;150;0;128;275
S2C6NStaticMart;225;40;0;359;359
SMourad1;225;69;0;2;350
S2CStatic;226;150;0;194;204
S2CNotLast;226;150;0;203;207
S2C6NStatic;226;150;0;206;236
S2C6NStaticMart;226;150;0;37;250
SMourad1;226;150;0;395;791
S2CStatic;227;150;0;158;200
S2CNotLast;227;150;0;164;200
S2C6NStatic;227;150;0;62;212
S2C6NStaticMart;227;35;0;1;211
SMourad1;227;59;0;2;311
S2CStatic;228;150;0;212;214
S2CNotLast;228;150;0;182;200
S2C6NStatic;228;150;0;80;200
S2C6NStaticMart;228;59;0;1;250
SMourad1;228;34;0;2;224
S2CStatic;229;150;0;176;200
S2CNotLast;229;150;0;206;213
S2C6NStatic;229;150;0;26;200
S2C6NStaticMart;229;54;0;0;200
SMourad1;229;38;0;2;233
S2CStatic;230;150;0;194;207
S2CNotLast;230;150;0;179;206
S2C6NStatic;230;150;0;62;219
S2C6NStaticMart;230;68;0;0;284
SMourad1;230;25;0;2;224
S2CStatic;231;150;0;197;218
S2CNotLast;231;150;0;206;222
S2C6NStatic;231;150;0;167;216
S2C6NStaticMart;231;118;0;0;269
SMourad1;231;37;0;2;209
S2CStatic;232;150;0;218;225
S2CNotLast;232;150;0;209;214
S2C6NStatic;232;150;0;182;200
S2C6NStaticMart;232;65;0;0;200
SMourad1;232;150;0;212;692
S2CStatic;233;150;0;194;206
S2CNotLast;233;150;0;203;213
S2C6NStatic;233;150;0;170;226
S2C6NStaticMart;233;117;0;1;302
SMourad1;233;34;0;2;200
S2CStatic;234;150;0;203;213
S2CNotLast;234;150;0;173;200
S2C6NStatic;234;150;0;215;231
S2C6NStaticMart;234;150;0;186;336
SMourad1;234;150;0;794;1010
S2CStatic;235;150;0;209;214
S2CNotLast;235;150;0;209;212
S2C6NStatic;235;150;0;281;300
S2C6NStaticMart;235;14;0;352;352
SMourad1;235;116;0;2;464
S2CStatic;236;150;0;170;201
S2CNotLast;236;150;0;200;207
S2C6NStatic;236;150;0;86;202
S2C6NStaticMart;236;75;0;0;204
SMourad1;236;31;0;2;227
S2CStatic;237;150;0;203;218
S2CNotLast;237;150;0;203;205
S2C6NStatic;237;150;0;233;284
S2C6NStaticMart;237;15;0;362;362
SMourad1;237;41;0;2;230
S2CStatic;238;150;0;197;201
S2CNotLast;238;150;0;224;230
S2C6NStatic;238;150;0;275;286
S2C6NStaticMart;238;54;0;360;360
SMourad1;238;150;0;821;911
S2CStatic;239;150;0;182;201
S2CNotLast;239;150;0;185;201
S2C6NStatic;239;150;0;56;216
S2C6NStaticMart;239;119;0;0;209
SMourad1;239;150;0;689;869
S2CStatic;240;150;0;203;209
S2CNotLast;240;150;0;224;229
S2C6NStatic;240;150;0;179;245
S2C6NStaticMart;240;25;0;365;365
SMourad1;240;36;0;2;206
S2CStatic;241;150;0;194;204
S2CNotLast;241;150;0;188;208
S2C6NStatic;241;150;0;44;207
S2C6NStaticMart;241;120;0;1;270
SMourad1;241;46;0;2;200
S2CStatic;242;150;0;200;208
S2CNotLast;242;150;0;212;220
S2C6NStatic;242;150;0;128;221
S2C6NStaticMart;242;150;0;3;303
SMourad1;242;79;0;2;512
S2CStatic;243;150;0;173;206
S2CNotLast;243;150;0;215;215
S2C6NStatic;243;150;0;137;255
S2C6NStaticMart;243;150;0;11;290
SMourad1;243;150;0;479;767
S2CStatic;244;150;0;209;216
S2CNotLast;244;150;0;182;200
S2C6NStatic;244;150;0;191;226
S2C6NStaticMart;244;150;0;41;303
SMourad1;244;112;0;2;701
S2CStatic;245;150;0;164;201
S2CNotLast;245;150;0;173;202
S2C6NStatic;245;86;0;10;202
S2C6NStaticMart;245;36;0;1;204
SMourad1;245;73;0;2;398
S2CStatic;246;150;0;188;200
S2CNotLast;246;150;0;194;206
S2C6NStatic;246;150;0;158;217
S2C6NStaticMart;246;100;0;0;217
SMourad1;246;34;0;2;218
S2CStatic;247;150;0;182;204
S2CNotLast;247;150;0;182;200
S2C6NStatic;247;150;0;56;215
S2C6NStaticMart;247;59;0;0;261
SMourad1;247;38;0;2;200
S2CStatic;248;150;0;215;220
S2CNotLast;248;150;0;236;236
S2C6NStatic;248;150;0;167;231
S2C6NStaticMart;248;150;0;44;327
SMourad1;248;150;0;44;932
S2CStatic;249;150;0;182;202
S2CNotLast;249;150;0;185;208
S2C6NStatic;249;144;0;3;207
S2C6NStaticMart;249;129;0;0;231
SMourad1;249;150;0;188;599
S2CStatic;250;150;0;203;211
S2CNotLast;250;150;0;203;216
S2C6NStatic;250;150;0;53;228
S2C6NStaticMart;250;150;0;15;329
SMourad1;250;150;0;440;722
S2CStatic;251;150;0;167;201
S2CNotLast;251;150;0;203;216
S2C6NStatic;251;117;0;9;219
S2C6NStaticMart;251;50;0;1;221
SMourad1;251;150;0;452;743
S2CStatic;252;150;0;206;222
S2CNotLast;252;150;0;188;209
S2C6NStatic;252;150;0;140;226
S2C6NStaticMart;252;145;0;1;307
SMourad1;252;150;0;1316;1529
S2CStatic;253;150;0;194;203
S2CNotLast;253;150;0;200;204
S2C6NStatic;253;150;0;188;239
S2C6NStaticMart;253;125;0;360;360
SMourad1;253;47;0;2;200
S2CStatic;254;150;0;179;206
S2CNotLast;254;150;0;185;202
S2C6NStatic;254;150;0;149;228
S2C6NStaticMart;254;150;0;10;278
SMourad1;254;150;0;542;725
S2CStatic;255;150;0;194;219
S2CNotLast;255;150;0;173;200
S2C6NStatic;255;150;0;188;266
S2C6NStaticMart;255;61;0;355;355
SMourad1;255;42;0;2;212
S2CStatic;256;150;0;158;201
S2CNotLast;256;150;0;185;212
S2C6NStatic;256;150;0;116;202
S2C6NStaticMart;256;39;0;1;204
SMourad1;256;133;0;2;572
S2CStatic;257;150;0;194;202
S2CNotLast;257;150;0;200;213
S2C6NStatic;257;150;0;134;213
S2C6NStaticMart;257;122;0;1;242
SMourad1;257;73;0;2;326
S2CStatic;258;150;0;212;218
S2CNotLast;258;150;0;209;213
S2C6NStatic;258;150;0;206;217
S2C6NStaticMart;258;150;0;30;268
SMourad1;258;51;0;2;227
S2CStatic;259;150;0;179;205
S2CNotLast;259;150;0;161;200
S2C6NStatic;259;150;0;203;208
S2C6NStaticMart;259;100;0;1;216
SMourad1;259;133;0;2;518
S2CStatic;260;150;0;203;208
S2CNotLast;260;150;0;191;206
S2C6NStatic;260;150;0;215;251
S2C6NStaticMart;260;150;0;91;284
SMourad1;260;32;0;2;203
S2CStatic;261;150;0;212;212
S2CNotLast;261;150;0;206;210
S2C6NStatic;261;150;0;152;227
S2C6NStaticMart;261;136;0;0;288
SMourad1;261;92;0;2;398
S2CStatic;262;150;0;182;203
S2CNotLast;262;150;0;182;206
S2C6NStatic;262;150;0;110;207
S2C6NStaticMart;262;130;0;1;206
SMourad1;262;34;0;2;206
S2CStatic;263;150;0;206;206
S2CNotLast;263;150;0;215;215
S2C6NStatic;263;150;0;158;227
S2C6NStaticMart;263;37;0;0;279
SMourad1;263;103;0;2;338
S2CStatic;264;150;0;152;200
S2CNotLast;264;150;0;158;200
S2C6NStatic;264;150;0;104;231
S2C6NStaticMart;264;149;0;0;304
SMourad1;264;150;0;680;869
S2CStatic;265;150;0;191;211
S2CNotLast;265;150;0;221;226
S2C6NStatic;265;150;0;101;265
S2C6NStaticMart;265;34;0;362;362
SMourad1;265;101;0;2;671
S2CStatic;266;150;0;188;200
S2CNotLast;266;150;0;191;207
S2C6NStatic;266;150;0;104;200
S2C6NStaticMart;266;150;0;4;200
SMourad1;266;60;0;2;248
S2CStatic;267;150;0;191;210
S2CNotLast;267;150;0;179;205
S2C6NStatic;267;150;0;47;212
S2C6NStaticMart;267;139;0;0;264
SMourad1;267;101;0;2;557
S2CStatic;268;150;0;167;201
S2CNotLast;268;150;0;191;204
S2C6NStatic;268;150;0;179;202
S2C6NStaticMart;268;84;0;1;204
SMourad1;268;55;0;2;317
S2CStatic;269;150;0;200;204
S2CNotLast;269;150;0;158;203
S2C6NStatic;269;150;0;200;226
S2C6NStaticMart;269;29;0;1;201
SMourad1;269;44;0;2;293
S2CStatic;270;150;0;173;200
S2CNotLast;270;150;0;155;200
S2C6NStatic;270;150;0;173;205
S2C6NStaticMart;270;58;0;1;201
SMourad1;270;34;0;2;200
S2CStatic;271;150;0;206;213
S2CNotLast;271;150;0;200;203
S2C6NStatic;271;150;0;104;247
S2C6NStaticMart;271;150;0;11;337
SMourad1;271;68;0;2;395
S2CStatic;272;150;0;185;212
S2CNotLast;272;150;0;176;211
S2C6NStatic;272;150;0;143;242
S2C6NStaticMart;272;150;0;6;302
SMourad1;272;38;0;2;200
S2CStatic;273;150;0;185;200
S2CNotLast;273;150;0;173;200
S2C6NStatic;273;150;0;179;233
S2C6NStaticMart;273;150;0;13;256
SMourad1;273;39;0;2;230
S2CStatic;274;150;0;185;205
S2CNotLast;274;150;0;188;200
S2C6NStatic;274;150;0;251;321
S2C6NStaticMart;274;63;0;359;359
SMourad1;274;28;0;2;227
S2CStatic;275;150;0;200;206
S2CNotLast;275;150;0;203;210
S2C6NStatic;275;150;0;200;221
S2C6NStaticMart;275;150;0;13;300
SMourad1;275;72;0;2;200
S2CStatic;276;150;0;206;214
S2CNotLast;276;150;0;191;201
S2C6NStatic;276;150;0;86;204
S2C6NStaticMart;276;98;0;0;278
SMourad1;276;34;0;2;200
S2CStatic;277;150;0;182;206
S2CNotLast;277;150;0;224;226
S2C6NStatic;277;150;0;200;270
S2C6NStaticMart;277;150;0;10;262
SMourad1;277;73;0;2;422
S2CStatic;278;150;0;203;206
S2CNotLast;278;150;0;197;210
S2C6NStatic;278;150;0;179;221
S2C6NStaticMart;278;150;0;15;300
SMourad1;278;34;0;2;200
S2CStatic;279;150;0;167;206
S2CNotLast;279;150;0;191;205
S2C6NStatic;279;150;0;53;239
S2C6NStaticMart;279;39;0;357;357
SMourad1;279;34;0;2;215
S2CStatic;280;150;0;191;210
S2CNotLast;280;150;0;179;206
S2C6NStatic;280;150;0;101;229
S2C6NStaticMart;280;150;0;11;295
SMourad1;280;150;0;647;917
S2CStatic;281;150;0;230;237
S2CNotLast;281;150;0;221;226
S2C6NStatic;281;150;0;188;229
S2C6NStaticMart;281;114;0;362;362
SMourad1;281;150;0;185;731
S2CStatic;282;150;0;179;203
S2CNotLast;282;150;0;200;217
S2C6NStatic;282;150;0;203;209
S2C6NStaticMart;282;86;0;1;225
SMourad1;282;22;0;2;230
S2CStatic;283;150;0;191;222
S2CNotLast;283;150;0;203;216
S2C6NStatic;283;150;0;101;281
S2C6NStaticMart;283;29;0;352;352
SMourad1;283;40;0;2;200
S2CStatic;284;150;0;227;227
S2CNotLast;284;150;0;173;202
S2C6NStatic;284;150;0;227;227
S2C6NStaticMart;284;23;0;360;360
SMourad1;284;34;0;2;221
S2CStatic;285;150;0;212;212
S2CNotLast;285;150;0;200;212
S2C6NStatic;285;150;0;170;205
S2C6NStaticMart;285;150;0;15;201
SMourad1;285;130;0;2;482
S2CStatic;286;150;0;185;200
S2CNotLast;286;150;0;212;227
S2C6NStatic;286;126;0;6;207
S2C6NStaticMart;286;56;0;1;209
SMourad1;286;36;0;2;206
S2CStatic;287;150;0;179;210
S2CNotLast;287;150;0;179;201
S2C6NStatic;287;150;0;41;227
S2C6NStaticMart;287;92;0;1;348
SMourad1;287;150;0;839;983
S2CStatic;288;150;0;188;213
S2CNotLast;288;150;0;191;213
S2C6NStatic;288;150;0;176;280
S2C6NStaticMart;288;24;0;361;361
SMourad1;288;150;0;113;461
S2CStatic;289;150;0;191;205
S2CNotLast;289;150;0;200;206
S2C6NStatic;289;150;0;173;200
S2C6NStaticMart;289;150;0;9;200
SMourad1;289;69;0;2;329
S2CStatic;290;150;0;185;201
S2CNotLast;290;150;0;206;209
S2C6NStatic;290;150;0;143;212
S2C6NStaticMart;290;105;0;1;270
SMourad1;290;150;0;275;566
S2CStatic;291;150;0;200;205
S2CNotLast;291;150;0;182;202
S2C6NStatic;291;150;0;164;201
S2C6NStaticMart;291;42;0;0;200
SMourad1;291;150;0;473;701
S2CStatic;292;150;0;179;201
S2CNotLast;292;150;0;173;211
S2C6NStatic;292;77;0;0;200
S2C6NStaticMart;292;71;0;0;238
SMourad1;292;145;0;2;488
S2CStatic;293;150;0;230;232
S2CNotLast;293;150;0;218;229
S2C6NStatic;293;150;0;296;309
S2C6NStaticMart;293;64;0;360;360
SMourad1;293;150;0;257;623
S2CStatic;294;150;0;194;211
S2CNotLast;294;150;0;194;215
S2C6NStatic;294;150;0;134;216
S2C6NStaticMart;294;150;0;18;326
SMourad1;294;34;0;2;200
S2CStatic;295;150;0;173;202
S2CNotLast;295;150;0;185;202
S2C6NStatic;295;150;0;227;270
S2C6NStaticMart;295;150;0;3;339
SMourad1;295;34;0;2;218
S2CStatic;296;150;0;203;210
S2CNotLast;296;150;0;176;200
S2C6NStatic;296;150;0;125;216
S2C6NStaticMart;296;150;0;13;307
SMourad1;296;39;0;2;200
S2CStatic;297;150;0;182;202
S2CNotLast;297;150;0;191;203
S2C6NStatic;297;150;0;272;313
S2C6NStaticMart;297;99;0;350;350
SMourad1;297;69;0;2;200
S2CStatic;298;150;0;170;207
S2CNotLast;298;150;0;185;200
S2C6NStatic;298;150;0;176;235
S2C6NStaticMart;298;71;0;0;307
SMourad1;298;150;0;386;809
S2CStatic;299;150;0;164;216
S2CNotLast;299;150;0;161;202
S2C6NStatic;299;150;0;56;223
S2C6NStaticMart;299;74;0;1;321
SMourad1;299;150;0;158;779
S2CStatic;300;150;0;185;210
S2CNotLast;300;150;0;200;204
S2C6NStatic;300;150;0;125;211
S2C6NStaticMart;300;135;0;0;267
SMourad1;300;150;0;803;839
S2CStatic;301;150;0;203;209
S2CNotLast;301;150;0;179;208
S2C6NStatic;301;150;0;35;211
S2C6NStaticMart;301;129;0;0;223
SMourad1;301;32;0;2;218
S2CStatic;302;150;0;176;210
S2CNotLast;302;150;0;164;207
S2C6NStatic;302;150;0;134;242
S2C6NStaticMart;302;147;0;1;288
SMourad1;302;112;0;2;617
S2CStatic;303;150;0;167;204
S2CNotLast;303;150;0;197;216
S2C6NStatic;303;150;0;53;213
S2C6NStaticMart;303;54;0;1;242
SMourad1;303;150;0;191;401
S2CStatic;304;150;0;200;213
S2CNotLast;304;150;0;182;213
S2C6NStatic;304;150;0;182;217
S2C6NStaticMart;304;144;0;1;274
SMourad1;304;35;0;2;200
S2CStatic;305;150;0;182;205
S2CNotLast;305;150;0;173;216
S2C6NStatic;305;150;0;110;219
S2C6NStaticMart;305;44;0;0;204
SMourad1;305;28;0;2;233
S2CStatic;306;150;0;176;203
S2CNotLast;306;150;0;197;216
S2C6NStatic;306;150;0;152;206
S2C6NStaticMart;306;92;0;0;269
